"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"154","protection_score","mantika_label","2","Ejdabia","4% (1%-8%)",NA,0.00773434730193488,0.0766685569053255,NA,NA,2.32105895837257e-16
"155","protection_score","mantika_label","3","Ejdabia","6% (3%-9%)",NA,0.0260822216850047,0.0893897997646527,NA,NA,2.32105895837257e-16
"156","protection_score","mantika_label","1","Ghat","85% (80%-90%)",NA,0.801474160904277,0.897741240848632,NA,NA,2.32105895837257e-16
"157","protection_score","mantika_label","2","Ghat","12% (7%-16%)",NA,0.0728500919007141,0.159873139340761,NA,NA,2.32105895837257e-16
"158","protection_score","mantika_label","3","Ghat","3% (1%-6%)",NA,0.0104042085460051,0.0576571584596109,NA,NA,2.32105895837257e-16
"159","protection_score","mantika_label","1","Misrata","85% (79%-91%)",NA,0.791994485637064,0.907367868874028,NA,NA,2.32105895837257e-16
"160","protection_score","mantika_label","2","Misrata","8% (4%-12%)",NA,0.036056894291506,0.116114831445325,NA,NA,2.32105895837257e-16
"161","protection_score","mantika_label","3","Misrata","7% (3%-12%)",NA,0.0296363883130749,0.118829531439003,NA,NA,2.32105895837257e-16
"162","protection_score","mantika_label","1","Murzuq","79% (72%-86%)",NA,0.716637531044061,0.859206333348246,NA,NA,2.32105895837257e-16
"163","protection_score","mantika_label","2","Murzuq","7% (3%-11%)",NA,0.0263373248056699,0.114162328959774,NA,NA,2.32105895837257e-16
"164","protection_score","mantika_label","3","Murzuq","14% (8%-20%)",NA,0.0805773162166368,0.203079165625612,NA,NA,2.32105895837257e-16
"165","protection_score","mantika_label","1","Sebha","89% (84%-94%)",NA,0.840288929008957,0.939382585666201,NA,NA,2.32105895837257e-16
"166","protection_score","mantika_label","2","Sebha","8% (4%-12%)",NA,0.0352798194709483,0.116318515484486,NA,NA,2.32105895837257e-16
"167","protection_score","mantika_label","3","Sebha","3% (0%-6%)",NA,0.00374808286634366,0.0649820675030634,NA,NA,2.32105895837257e-16
"168","protection_score","mantika_label","1","Sirt","85% (80%-89%)",NA,0.800050092835541,0.890500862830576,NA,NA,2.32105895837257e-16
"169","protection_score","mantika_label","2","Sirt","15% (11%-20%)",NA,0.107905330319922,0.198313152375567,NA,NA,2.32105895837257e-16
"170","protection_score","mantika_label","3","Sirt","0%",NA,-0.000195493963475803,0.00342605560186958,NA,NA,2.32105895837257e-16
"171","protection_score","mantika_label","1","Tripoli","92% (87%-96%)",NA,0.872008416821895,0.963852872523546,NA,NA,2.32105895837257e-16
"172","protection_score","mantika_label","2","Tripoli","6% (2%-10%)",NA,0.0203259312378213,0.10201385776173,NA,NA,2.32105895837257e-16
"173","protection_score","mantika_label","3","Tripoli","2% (0%-4%)",NA,-0.00156067429774284,0.0433595959527508,NA,NA,2.32105895837257e-16
"174","protection_score","mantika_label","1","Ubari","77% (71%-83%)",NA,0.708952962445286,0.826948923987775,NA,NA,2.32105895837257e-16
"175","protection_score","mantika_label","2","Ubari","14% (9%-19%)",NA,0.0936410113734096,0.192145246663643,NA,NA,2.32105895837257e-16
"176","protection_score","mantika_label","3","Ubari","9% (5%-13%)",NA,0.0497154583831148,0.128596397146772,NA,NA,2.32105895837257e-16
"177","protection_score","mantika_label","1","Wadi Ashshati","96% (93%-100%)",NA,0.92853825047578,0.99510760179424,NA,NA,2.32105895837257e-16
"178","protection_score","mantika_label","2","Wadi Ashshati","1% (-1%-3%)",NA,-0.00648314883339115,0.0273060147306327,NA,NA,2.32105895837257e-16
"179","protection_score","mantika_label","3","Wadi Ashshati","3% (0%-6%)",NA,-0.00118075857329796,0.0567120404060366,NA,NA,2.32105895837257e-16
"180","protection_score","mantika_label","1","Zwara","69% (61%-78%)",NA,0.612463183295328,0.776465163825478,NA,NA,2.32105895837257e-16
"181","protection_score","mantika_label","2","Zwara","10% (5%-16%)",NA,0.0484196474817223,0.155104324062698,NA,NA,2.32105895837257e-16
"182","protection_score","mantika_label","3","Zwara","20% (13%-28%)",NA,0.131578355282966,0.275969326051808,NA,NA,2.32105895837257e-16
"183","shelter_nfi_score","mantika_label","1","Al Jabal Al Gharbi","81% (74%-87%)",NA,0.742911309885737,0.869203424728959,NA,NA,NA
